Id,SalePrice
2284,116246.505
2285,135445.125
2286,124916.0975
2287,360153.28
2288,274175.435
2289,360364.715
2290,410077.05
2291,332865.21
2292,433352.87
2293,452281.1
2294,398313.685
2295,466909.175
2296,275048.5
2297,346700.31
2298,352523.86
2299,363585.405
2300,326448.97
2301,310571.66
2302,251263.235
2303,243111.14
2304,248507.26
2305,196076.715
2306,189688.25
2307,201822.01
2308,219202.505
2309,287811.75
2310,214440.825
2311,214026.325
2312,169348.535
2313,168129.245
2314,166102.415
2315,180133.15
2316,196320.98
2317,192074.835
2318,176077.055
2319,178836.74
2320,179119.945
2321,238525.775
2322,180698.19
2323,187413.225
2324,184670.27
2325,211323.625
2326,173235.705
2327,200129.86
2328,221607.96
2329,190923.71
2330,180896.64
2331,340960.93
2332,386631.09
2333,313559.34
2334,252262.975
2335,282338.22
2336,300354.17
2337,190231.47
2338,257229.565
2339,216232.47
2340,386233.385
2341,214629.985
2342,234298.575
2343,234300.275
2344,210081.435
2345,230498.71
2346,215443.32
2347,198845.405
2348,242118.61
2349,181818.265
2350,311169.515
2351,252960.52
2352,248140.095
2353,259334.215
2354,138841.72
2355,143612.635
2356,147660.805
2357,187766.57
2358,191966.79
2359,135201.66
2360,117127.83
2361,147814.09
2362,265226.135
2363,134645.15
2364,158542.705
2365,222760.795
2366,197566.35
2367,220631.49
2368,225414.27
2369,209153.195
2370,167341.385
2371,159643.09
2372,181756.525
2373,289757.78
2374,322249.61
2375,247980.85
2376,291195.955
2377,333987.11
2378,146133.82
2379,201499.185
2380,145305.15
2381,171305.825
2382,215315.19
2383,197058.955
2384,246402.85
2385,162491.88
2386,128894.98
2387,132372.475
2388,108265.1475
2389,121689.135
2390,147744.425
2391,142575.98
2392,116483.06
2393,166101.86
2394,141731.89
2395,213348.32
2396,142869.99
2397,215918.73
2398,138017.375
2399,60553.6585
2400,60826.8595
2401,122190.633
2402,139460.6
2403,138695.335
2404,149863.225
2405,159413.785
2406,142681.555
2407,126429.525
2408,150850.39
2409,122242.9025
2410,170164.695
2411,112048.973
2412,152307.825
2413,130735.975
2414,156209.235
2415,127558.95
2416,123886.935
2417,140890.34
2418,137002.135
2419,130306.48
2420,124534.52
2421,151349.83
2422,104602.9
2423,119083.028
2424,149075.92
2425,215831.71
2426,139492.795
2427,130134.62
2428,183356.92
2429,115531.595
2430,131589.545
2431,115448.2075
2432,150301.375
2433,149995.82
2434,139185.95
2435,155369.59
2436,113684.4
2437,105579.887
2438,121613.0175
2439,103255.63
2440,122451.64
2441,94889.3125
2442,96670.9925
2443,132313.29
2444,136104.475
2445,89424.605
2446,140266.96
2447,186053.785
2448,131995.13
2449,112343.14
2450,150685.235
2451,124202.435
2452,192215.81
2453,91832.06
2454,122216.3225
2455,124714.08
2456,133756.475
2457,132275.255
2458,132790.39
2459,113967.7875
2460,147367.595
2461,131664.375
2462,132170.68
2463,126827.13
2464,177164.905
2465,142392.535
2466,115939.426
2467,139590.6
2468,87326.835
2469,78557.718
2470,196490.175
2471,207604.205
2472,154775.68
2473,116598.7875
2474,56577.0665
2475,209157.61
2476,113558.495
2477,124175.3875
2478,148593.255
2479,102209.332
2480,145796.335
2481,121083.588
2482,123665.27
2483,109744.968
2484,118880.183
2485,127893.3175
2486,150008.07
2487,176456.52
2488,166855.995
2489,148587.94
2490,136278.81
2491,91348.225
2492,190119.65
2493,150842.175
2494,140947.74
2495,76738.618
2496,231424.18
2497,152319.37
2498,116633.97
2499,85406.685
2500,124554.753
2501,136880.61
2502,141077.4
2503,95255.353
2504,195863.75
2505,222121.485
2506,251749.255
2507,282352.08
2508,252174.29
2509,215556.53
2510,217606.295
2511,173691.21
2512,204394.38
2513,221330.83
2514,256855.705
2515,150581.865
2516,174541.965
2517,146110.245
2518,152907.195
2519,231670.96
2520,213035.97
2521,185219.325
2522,222794.95
2523,120654.0925
2524,133874.69
2525,144714.56
2526,140473.135
2527,119490.4825
2528,129706.72
2529,142462.01
2530,127911.748
2531,258528.62
2532,226451.51
2533,193360.235
2534,228229.57
2535,281758.17
2536,226300.705
2537,241620.17
2538,182368.95
2539,187538.68
2540,180418.185
2541,181706.525
2542,160520.455
2543,120026.8
2544,116993.148
2545,132188.248
2546,125372.06
2547,134177.32
2548,158810.93
2549,162907.985
2550,630537.07
2551,136615.535
2552,130886.54
2553,73316.22
2554,96428.185
2555,121404.865
2556,95788.187
2557,103947.015
2558,155872.225
2559,134247.185
2560,161318.755
2561,146144.445
2562,141320.805
2563,143474.49
2564,195344.265
2565,154648.85
2566,162269.77
2567,135076.45
2568,203936.11
2569,223832.205
2570,117999.51
2571,185858.02
2572,148208.975
2573,210714.79
2574,278022.97
2575,132136.93
2576,115713.225
2577,144536.1
2578,76100.327
2579,56338.9135
2580,111184.505
2581,121697.055
2582,125767.535
2583,286221.64
2584,170255.42
2585,190508.245
2586,223327.28
2587,200964.65
2588,147018.25
2589,145978.155
2590,213510.96
2591,227322.705
2592,214203.775
2593,271350.83
2594,174207.61
2595,194544.02
2596,297254.095
2597,189499.935
2598,289631.17
2599,342825.39
2600,157488.785
2601,143949.375
2602,82850.785
2603,95103.748
2604,95669.333
2605,73932.435
2606,142328.57
2607,216460.74
2608,189155.24
2609,171037.18
2610,109303.17
2611,119530.41
2612,158185.98
2613,130511.49
2614,126291.11
2615,156542.335
2616,156025.93
2617,181876.6
2618,199575.13
2619,197413.075
2620,186197.235
2621,173634.595
2622,178911.555
2623,235635.045
2624,308690.5
2625,280343.205
2626,174515.505
2627,158120.89
2628,462888.13
2629,503971.61
2630,374032.49
2631,454015.16
2632,414001.845
2633,310212.455
2634,416671.86
2635,152478.77
2636,175779.705
2637,177634.095
2638,264015.36
2639,181107.89
2640,145745.07
2641,110876.5075
2642,185360.24
2643,108734.297
2644,120541.015
2645,114769.995
2646,97493.8045
2647,109760.06
2648,139050.485
2649,151445.97
2650,128439.365
2651,142686.73
2652,396969.36
2653,248893.62
2654,259845.9
2655,408961.205
2656,327138.31
2657,350354.81
2658,299369.28
2659,310911.685
2660,358444.22
2661,350229.62
2662,368474.7
2663,286856.49
2664,277012.335
2665,349367.515
2666,293947.53
2667,173504.49
2668,178127.99
2669,181485.835
2670,274597.47
2671,186243.06
2672,193521
2673,196627.06
2674,195327.215
2675,171078.61
2676,190319.15
2677,198859.595
2678,243032.14
2679,275030.53
2680,282642.1
2681,395713.92
2682,316432.5
2683,513827.06
2684,303907.125
2685,319195.13
2686,244992.34
2687,306308.84
2688,206178.715
2689,207358.02
2690,390696.45
2691,188747.52
2692,139174.295
2693,199741.385
2694,133042.82
2695,192178.625
2696,181130.045
2697,182705.16
2698,193725.08
2699,172882.5
2700,154227.255
2701,149896.655
2702,112183.36
2703,122433.175
2704,139138.985
2705,118097.0545
2706,106826.308
2707,123419.7025
2708,133521.96
2709,104762.16
2710,124812.82
2711,253628.26
2712,403732.69
2713,175080.915
2714,148922.72
2715,169442.58
2716,149401.63
2717,195469.385
2718,219095.775
2719,149856.58
2720,179394.73
2721,134924.05
2722,154127.93
2723,142383.745
2724,129987.4875
2725,132036.415
2726,148285.41
2727,170068.065
2728,179661
2729,146407.18
2730,145234.68
2731,133686.435
2732,130514.295
2733,158058.025
2734,140881.51
2735,136040.85
2736,144135.495
2737,119851.04
2738,130758.408
2739,155824.36
2740,141926.575
2741,145165.67
2742,158892.22
2743,159675.41
2744,163525.565
2745,145342.49
2746,136497.6
2747,145421.64
2748,123148
2749,136983.29
2750,130139.64
2751,138035.75
2752,187359.735
2753,151150.045
2754,217644.835
2755,138877.84
2756,94414.3
2757,59911.8875
2758,95392.528
2759,162230.15
2760,121860.705
2761,143192.945
2762,141629.63
2763,188207.67
2764,147112.445
2765,291999.07
2766,127675.5675
2767,92475.56
2768,124787.9575
2769,136481.5
2770,138478.995
2771,108213.5925
2772,114359.15
2773,169595.49
2774,136411.93
2775,117589.92
2776,143155.485
2777,142432.985
2778,105476.995
2779,127291.018
2780,92498.85
2781,91703.52
2782,96150.325
2783,95258.165
2784,123873.375
2785,143900.09
2786,62711.8015
2787,122210.1
2788,69159.428
2789,169616.15
2790,99814.505
2791,107819.305
2792,55928.539
2793,147348.89
2794,99789.89
2795,122560.163
2796,93785.225
2797,186969.96
2798,106722.97
2799,104950.02
2800,57077.007
2801,104574.82
2802,118548.845
2803,149042.295
2804,129873.75
2805,106061.27
2806,85110.915
2807,160053.08
2808,146820.075
2809,126877.42
2810,125114.63
2811,162179.265
2812,165609.085
2813,151671.68
2814,150665.775
2815,95844.793
2816,222315.52
2817,159521.69
2818,129165.825
2819,178995.5
2820,138915.05
2821,112835.91
2822,181363.53
2823,333824.05
2824,171104.065
2825,153156.64
2826,134341.655
2827,137695.96
2828,223470.28
2829,210314.5
2830,232990.095
2831,177647.085
2832,246841.79
2833,298376.185
2834,219507.36
2835,222236.22
2836,191202.235
2837,146475.345
2838,148232.51
2839,171904.475
2840,201855.01
2841,199688.3
2842,228952.285
2843,148576.215
2844,166795.9
2845,125990.055
2846,202864.88
2847,206411.62
2848,211183.375
2849,199548.23
2850,277451.53
2851,210489.415
2852,229134.9
2853,239577.985
2854,139837.475
2855,205115.41
2856,199709.15
2857,184120.99
2858,203112
2859,113634.71
2860,137187.285
2861,125105.375
2862,191117.835
2863,124477.965
2864,247613.87
2865,138559.83
2866,138731.86
2867,106159.94
2868,99828.915
2869,108412.023
2870,121182.295
2871,83598.0275
2872,52912.014
2873,95485.03
2874,134980.4
2875,118698.52
2876,160519.67
2877,146512.26
2878,158085.985
2879,137032.235
2880,106104.0775
2881,146601.39
2882,176505.495
2883,190142.145
2884,196404.545
2885,178747.59
2886,238302.54
2887,93311.132
2888,139207.47
2889,52298.365
2890,78239.485
2891,136469.99
2892,52049.1775
2893,86395.095
2894,55176.9475
2895,332302.28
2896,285044.635
2897,203658.99
2898,142027.535
2899,204045.13
2900,161740.59
2901,205147.385
2902,180434.495
2903,331839.83
2904,339800.8
2905,77485.388
2906,189144.035
2907,111494.15
2908,131726.59
2909,142872.39
2910,77288.19
2911,83711.8675
2912,150119.295
2913,78088.878
2914,76473.8
2915,89447.093
2916,83355.375
2917,173740.665
2918,118037.3075
2919,223089.74
